,budget,genre,id,imdb_id,overview,original_title,popularity,revenue,release_date,title,year,is_winner
444,4000000,Drama,376867,tt4975722,"The tender, heartbreaking story of a young man?€?s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",Moonlight,14.171675,65046687,10/21/2016,Moonlight,2016,TRUE
71,47000000,Thriller,329865,tt2543164,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Arrival,30.83786,203388186,11/10/2016,Arrival,2016,FALSE
72,47000000,Drama,329865,tt2543164,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Arrival,30.83786,203388186,11/10/2016,Arrival,2016,FALSE
73,47000000,Science Fiction,329865,tt2543164,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Arrival,30.83786,203388186,11/10/2016,Arrival,2016,FALSE
74,47000000,Mystery,329865,tt2543164,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Arrival,30.83786,203388186,11/10/2016,Arrival,2016,FALSE
253,24000000,Drama,393457,tt2671706,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",Fences,11.599716,64414761,12/16/2016,Fences,2016,FALSE
306,40000000,Drama,324786,tt2119532,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",Hacksaw Ridge,21.037699,175302354,10/7/2016,Hacksaw Ridge,2016,FALSE
307,40000000,History,324786,tt2119532,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",Hacksaw Ridge,21.037699,175302354,10/7/2016,Hacksaw Ridge,2016,FALSE
308,40000000,War,324786,tt2119532,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",Hacksaw Ridge,21.037699,175302354,10/7/2016,Hacksaw Ridge,2016,FALSE
315,12000000,Crime,338766,tt2582782,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,Hell or High Water,12.565896,37589296,8/12/2016,Hell or High Water,2016,FALSE
316,12000000,Drama,338766,tt2582782,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,Hell or High Water,12.565896,37589296,8/12/2016,Hell or High Water,2016,FALSE
317,12000000,Thriller,338766,tt2582782,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,Hell or High Water,12.565896,37589296,8/12/2016,Hell or High Water,2016,FALSE
318,12000000,Western,338766,tt2582782,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,Hell or High Water,12.565896,37589296,8/12/2016,Hell or High Water,2016,FALSE
326,25000000,Drama,381284,tt4846340,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson ?€? brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history ?€? the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",Hidden Figures,16.816834,230698791,12/10/2016,Hidden Figures,2016,FALSE
375,30000000,Comedy,313369,tt3783958,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",La La Land,19.681686,445435700,11/29/2016,La La Land,2016,FALSE
376,30000000,Drama,313369,tt3783958,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",La La Land,19.681686,445435700,11/29/2016,La La Land,2016,FALSE
377,30000000,Music,313369,tt3783958,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",La La Land,19.681686,445435700,11/29/2016,La La Land,2016,FALSE
378,30000000,Romance,313369,tt3783958,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",La La Land,19.681686,445435700,11/29/2016,La La Land,2016,FALSE
400,12000000,Drama,334543,tt3741834,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",Lion,17.085145,140302754,11/24/2016,Lion,2016,FALSE
413,9000000,Drama,334541,tt4034228,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Manchester by the Sea,12.821257,75026965,11/18/2016,Manchester by the Sea,2016,FALSE
546,20000000,Drama,314365,tt1895587,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Spotlight,14.63239,88346473,11/6/2015,Spotlight,2015,TRUE
547,20000000,Thriller,314365,tt1895587,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Spotlight,14.63239,88346473,11/6/2015,Spotlight,2015,TRUE
548,20000000,History,314365,tt1895587,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Spotlight,14.63239,88346473,11/6/2015,Spotlight,2015,TRUE
124,40000000,Thriller,296098,tt3682448,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",Bridge of Spies,13.707888,165478348,10/15/2015,Bridge of Spies,2015,FALSE
125,40000000,Drama,296098,tt3682448,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",Bridge of Spies,13.707888,165478348,10/15/2015,Bridge of Spies,2015,FALSE
131,11000000,Drama,167073,tt2381111,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",Brooklyn,7.991613,62076141,10/20/2015,Brooklyn,2015,FALSE
132,11000000,Romance,167073,tt2381111,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",Brooklyn,7.991613,62076141,10/20/2015,Brooklyn,2015,FALSE
409,150000000,Action,76341,tt1392190,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",Mad Max: Fury Road,29.36178,378858340,5/13/2015,Mad Max: Fury Road,2015,FALSE
410,150000000,Adventure,76341,tt1392190,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",Mad Max: Fury Road,29.36178,378858340,5/13/2015,Mad Max: Fury Road,2015,FALSE
411,150000000,Science Fiction,76341,tt1392190,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",Mad Max: Fury Road,29.36178,378858340,5/13/2015,Mad Max: Fury Road,2015,FALSE
412,150000000,Thriller,76341,tt1392190,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",Mad Max: Fury Road,29.36178,378858340,5/13/2015,Mad Max: Fury Road,2015,FALSE
511,6000000,Drama,264644,tt3170832,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,Room,12.443291,35401758,10/16/2015,Room,2015,FALSE
512,6000000,Thriller,264644,tt3170832,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,Room,12.443291,35401758,10/16/2015,Room,2015,FALSE
569,28000000,Comedy,318846,tt1596363,The men who made millions from a global economic meltdown.,The Big Short,13.143061,133346506,12/11/2015,The Big Short,2015,FALSE
570,28000000,Drama,318846,tt1596363,The men who made millions from a global economic meltdown.,The Big Short,13.143061,133346506,12/11/2015,The Big Short,2015,FALSE
666,108000000,Drama,286217,tt3659388,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",The Martian,25.62993,630161890,9/30/2015,The Martian,2015,FALSE
667,108000000,Adventure,286217,tt3659388,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",The Martian,25.62993,630161890,9/30/2015,The Martian,2015,FALSE
668,108000000,Science Fiction,286217,tt3659388,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",The Martian,25.62993,630161890,9/30/2015,The Martian,2015,FALSE
688,135000000,Western,281957,tt1663202,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",The Revenant,23.501228,532950503,12/25/2015,The Revenant,2015,FALSE
689,135000000,Drama,281957,tt1663202,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",The Revenant,23.501228,532950503,12/25/2015,The Revenant,2015,FALSE
690,135000000,Adventure,281957,tt1663202,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",The Revenant,23.501228,532950503,12/25/2015,The Revenant,2015,FALSE
691,135000000,Thriller,281957,tt1663202,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",The Revenant,23.501228,532950503,12/25/2015,The Revenant,2015,FALSE
51,58800000,War,190859,tt2179136,"U.S. Navy SEAL Chris Kyle takes his sole mission?€?protect his comrades?€?to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",American Sniper,19.228561,542307423,12/11/2014,American Sniper,2014,FALSE
52,58800000,Action,190859,tt2179136,"U.S. Navy SEAL Chris Kyle takes his sole mission?€?protect his comrades?€?to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",American Sniper,19.228561,542307423,12/11/2014,American Sniper,2014,FALSE
117,4000000,Drama,85350,tt1065073,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",Boyhood,6.430591,44349000,6/5/2014,Boyhood,2014,FALSE
523,20000000,History,273895,tt1020072,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Civil Rights Act.",Selma,7.107071,66787908,12/25/2014,Selma,2014,FALSE
524,20000000,Drama,273895,tt1020072,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Civil Rights Act.",Selma,7.107071,66787908,12/25/2014,Selma,2014,FALSE
625,30000000,Comedy,120467,tt2278388,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted prot??g??. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",The Grand Budapest Hotel,14.442048,174600318,2/26/2014,The Grand Budapest Hotel,2014,FALSE
626,30000000,Drama,120467,tt2278388,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted prot??g??. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",The Grand Budapest Hotel,14.442048,174600318,2/26/2014,The Grand Budapest Hotel,2014,FALSE
635,14000000,History,205596,tt2084970,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The Imitation Game,31.59594,233555708,11/14/2014,The Imitation Game,2014,FALSE
636,14000000,Drama,205596,tt2084970,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The Imitation Game,31.59594,233555708,11/14/2014,The Imitation Game,2014,FALSE
637,14000000,Thriller,205596,tt2084970,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The Imitation Game,31.59594,233555708,11/14/2014,The Imitation Game,2014,FALSE
638,14000000,War,205596,tt2084970,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The Imitation Game,31.59594,233555708,11/14/2014,The Imitation Game,2014,FALSE
715,15000000,Drama,266856,tt2980516,"The Theory of Everything is the extraordinary story of one of the world?€?s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",The Theory of Everything,11.85302,123726688,11/26/2014,The Theory of Everything,2014,FALSE
716,15000000,Romance,266856,tt2980516,"The Theory of Everything is the extraordinary story of one of the world?€?s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",The Theory of Everything,11.85302,123726688,11/26/2014,The Theory of Everything,2014,FALSE
769,3300000,Drama,244786,tt2582802,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",Whiplash,64.29999,13092000,10/10/2014,Whiplash,2014,FALSE
771,0,Music,367412,tt2654430,"A ferocious, bullying music teacher teaches a dedicated student. This is the 18 min short film that the feature film was based on.",Whiplash,1.883573,0,1/18/2013,Whiplash,2014,FALSE
1,20000000,Drama,76203,tt2024544,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon?€?s chance meeting with a Canadian abolitionist will forever alter his life.",12 Years a Slave,30.316249,1.87E+08,10/18/2013,12 Years a Slave,2013,TRUE
2,20000000,History,76203,tt2024544,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon?€?s chance meeting with a Canadian abolitionist will forever alter his life.",12 Years a Slave,30.316249,1.87E+08,10/18/2013,12 Years a Slave,2013,TRUE
49,40000000,Drama,168672,tt1800241,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",American Hustle,16.478036,251171807,12/12/2013,American Hustle,2013,FALSE
50,40000000,Crime,168672,tt1800241,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",American Hustle,16.478036,251171807,12/12/2013,American Hustle,2013,FALSE
146,55000000,Action,109424,tt1535109,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Captain Phillips,13.776068,9.50E+07,10/10/2013,Captain Phillips,2013,FALSE
147,55000000,Drama,109424,tt1535109,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Captain Phillips,13.776068,9.50E+07,10/10/2013,Captain Phillips,2013,FALSE
148,55000000,Thriller,109424,tt1535109,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Captain Phillips,13.776068,9.50E+07,10/10/2013,Captain Phillips,2013,FALSE
193,5000000,Drama,152532,tt0790636,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Dallas Buyers Club,14.785719,55198285,9/7/2013,Dallas Buyers Club,2013,FALSE
194,5000000,History,152532,tt0790636,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Dallas Buyers Club,14.785719,55198285,9/7/2013,Dallas Buyers Club,2013,FALSE
300,105000000,Science Fiction,49047,tt1454468,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Gravity,18.50194,716392705,9/27/2013,Gravity,2013,FALSE
301,105000000,Thriller,49047,tt1454468,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Gravity,18.50194,716392705,9/27/2013,Gravity,2013,FALSE
302,105000000,Drama,49047,tt1454468,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Gravity,18.50194,716392705,9/27/2013,Gravity,2013,FALSE
323,23000000,Romance,152601,tt1798709,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",Her,13.829515,47351251,12/18/2013,Her,2013,FALSE
324,23000000,Science Fiction,152601,tt1798709,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",Her,13.829515,47351251,12/18/2013,Her,2013,FALSE
325,23000000,Drama,152601,tt1798709,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",Her,13.829515,47351251,12/18/2013,Her,2013,FALSE
465,12000000,Drama,129670,tt1821549,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",Nebraska,11.160699,17654912,9/21/2013,Nebraska,2013,FALSE
466,12000000,Adventure,129670,tt1821549,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",Nebraska,11.160699,17654912,9/21/2013,Nebraska,2013,FALSE
484,12000000,Drama,205220,tt2431286,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",Philomena,6.927182,100129872,11/1/2013,Philomena,2013,FALSE
730,100000000,Crime,106646,tt0993846,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",The Wolf of Wall Street,16.382422,392000694,12/25/2013,The Wolf of Wall Street,2013,FALSE
731,100000000,Drama,106646,tt0993846,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",The Wolf of Wall Street,16.382422,392000694,12/25/2013,The Wolf of Wall Street,2013,FALSE
732,100000000,Comedy,106646,tt0993846,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",The Wolf of Wall Street,16.382422,392000694,12/25/2013,The Wolf of Wall Street,2013,FALSE
69,44500000,Drama,68734,tt1024648,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",Argo,14.238234,232324128,10/11/2012,Argo,2012,TRUE
70,44500000,Thriller,68734,tt1024648,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",Argo,14.238234,232324128,10/11/2012,Argo,2012,TRUE
53,8900000,Drama,86837,tt1602620,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Amour,7.663947,29844753,7/1/2012,Amour,2012,FALSE
54,8900000,Romance,86837,tt1602620,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Amour,7.663947,29844753,7/1/2012,Amour,2012,FALSE
